"product_id";"subcategory_id";"description";"source";"is_final";"is_verified";"language_id"
"01054";"0100";"Cream, whipped, cream topping, pressurized";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01055";"0100";"Cream, sour, reduced fat, cultured";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01056";"0100";"Cream, sour, cultured";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01057";"0100";"Eggnog";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01058";"0100";"Sour dressing, non-butterfat, cultured, filled cream-type";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01059";"0100";"Milk, filled, fluid, with blend of hydrogenated vegetable oils";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01060";"0100";"Milk, filled, fluid, with lauric acid oil";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01061";"0100";"Cheese, American, nonfat or fat free";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01064";"0100";"Yogurt, Greek, 2% fat, apricot, CHOBANI";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01065";"0100";"Yogurt, Greek, 2%fat, coconut blend, CHOBANI";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01067";"0100";"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01068";"0100";"Cream substitute, liquid, with lauric acid oil and sodium caseinate";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01069";"0100";"Cream substitute, powdered";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01070";"0100";"Dessert topping, powdered";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01071";"0100";"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01072";"0100";"Dessert topping, pressurized";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01073";"0100";"Dessert topping, semi solid, frozen";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01074";"0100";"Sour cream, imitation, cultured";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01076";"0100";"Milk substitutes, fluid, with lauric acid oil";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01077";"0100";"Milk, whole, 3.25% milkfat, with added vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01078";"0100";"Milk, producer, fluid, 3.7% milkfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01079";"0100";"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01080";"0100";"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01081";"0100";"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01082";"0100";"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01083";"0100";"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01084";"0100";"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01085";"0100";"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01086";"0100";"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01087";"0100";"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01088";"0100";"Milk, buttermilk, fluid, cultured, lowfat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01089";"0100";"Milk, low sodium, fluid";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01090";"0100";"Milk, dry, whole, with added vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01091";"0100";"Milk, dry, nonfat, regular, without added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01092";"0100";"Milk, dry, nonfat, instant, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01093";"0100";"Milk, dry, nonfat, calcium reduced";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01094";"0100";"Milk, buttermilk, dried";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01095";"0100";"Milk, canned, condensed, sweetened";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01096";"0100";"Milk, canned, evaporated, with added vitamin D and without added vitamin A";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01097";"0100";"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01102";"0100";"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01103";"0100";"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01104";"0100";"Milk, chocolate, lowfat, with added vitamin A and vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01105";"0100";"Milk, chocolate beverage, hot cocoa, homemade";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01106";"0100";"Milk, goat, fluid, with added vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01249";"0100";"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01250";"0100";"Nutritional supplement for people with diabetes, liquid";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01251";"0100";"Cheese, Mexican blend";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01252";"0100";"Cheese product, pasteurized process, American, vitamin D fortified";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01253";"0100";"Cheese, pasteurized process, American, without added vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01254";"0100";"Cheese food, pasteurized process, American, without added vitamin D";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01255";"0100";"Egg, whole, raw, frozen, salted, pasteurized";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01256";"0100";"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01258";"0100";"Egg, white, dried, stabilized, glucose reduced";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01259";"0100";"Cheese spread, American or Cheddar cheese base, reduced fat";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01260";"0100";"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01263";"0100";"Ice cream, light, soft serve, chocolate";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01264";"0100";"Ice cream bar, stick or nugget, with crunch coating";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01265";"0100";"Cheese, cheddar, nonfat or fat free";"http://www.ars.usda.gov/nutrientdata";0;0;1
"01266";"0100";"Cheese, Swiss, nonfat or fat free";"http://www.ars.usda.gov/nutrientdata";0;0;1
